,target,TweetText
1582648,4,Hi Tweeps  now following @dotastronomy http://dotastronomy.com/ exploring the connection between astronomy and the internet
1066555,4,@MadisonCreek Thanks...yea I've known her since she was like 7...great kid...like another niece to me. 
227298,0,work soon 
298053,0,REALLY WISHIN i was in Cali.  1. For Taco Shop in* San Diego (YUM!) and 2. For the Jay-Z/Eminem show in* LA. (Sighh)
790445,0,"getting the donut off the ride today! laughed so hard w/ breezy last nite during wipeout, think I pulled somethin  need 3 Help desk peeps!"
204029,0,feels sad  only one person can make her feel better xxx
917427,4,Morning all  Up and at the washing machine already!! Going to mum and dads house to get the house ready for wedding day...busy busy busy
671344,0,@Jstarrrrr im sad i wont be able to partake in all the late night drunkness that is bound to happen this weekend 
190233,0,Finally convinced him to go see some Peaches tomorrow night but it's sold out 
68103,0,feels sick.. i hope i dont have some type of swine flu! 
1465115,4,"lazyness on a sunday? oh, yeah! see y'all l8r "
1288322,4,Its official.  steph penny can sing!  nicely. 
1409696,4,I will try to remember to Twitter from the George Strait concert 
1406941,4,going to take some photo and ride my whole new bike~~ 
286639,0,Back at work 
1237252,4,"Hai, anyone wanna hang? "
490886,0,headd acheee 
1087099,4,I have got to bid ou all goodnight tweeps. Need to spend more QTwith @Mike103g the miniscule before he leaves for the week 
1012163,4,@itoinkyou I just mailed my application 
401325,0,i'm feeling soooo much better yes! ahhh bored though waitin for the boo to text me 
357686,0,My STEP employment at the VA counts for nothing in their system. I'm not status'd 
1084672,4,i can't believe this is all part of my detox (it is) because i was so fine and now i'm talking all core wounds! oh my god! jesus help me! 
176228,0,@QuEeN_AnGeL84 Awww i hope you feel better love...this weather is crazy...  
461836,0,"is trying to study for exams, but my eyes keep dosing off. imma fail! "
1219566,4,"@Young_SoulBlade hey, wassup? "
605885,0,Is wishing she had enough money to travel with her best friend in Europe 
119079,0,@Teanah Jesus god no. It was awwwfulllll. 
461071,0,"@meiii_ His manbits are *ahem* swollen. They think it's fluid, not a big deal but may mean that he needs surgery to correct it "
1194162,4,@Remy_Foster LOL I'm in your favourites 3 times!!! 
1449396,4,"@Destini41 Have a safe trip, Desti, and have lots of fun!!! Hope you can tweet us a lot  And give @crystalchappell 4700 kisses from us"
1486418,4,@ryanstar http://twitpic.com/6ub7v - Great view 
1359494,4,mmm taco doritos=heaven in my mouth 
202974,0,@tierra_Leone yo word lmao smh I got a few 
1235942,4,"MTV Movie Awards yesterday: congrats Robert, Kristen, Miley and the Twilight's makers.  &lt;3"
783542,0,@CallyGage can you believe that only a week ago today we were blagging that boat party? Good times 
1044967,4,kgs_official@mrsstudmuffin aww thank you  U rock too! xo
1403774,4,@cocababy202 hahaha it washed all the sick off of me. 
219246,0,"You can't break stand in a BMW, oops. Learned that the haed way "
805554,4,"For all you WAH types BBC2 is showing Tron it just started 11am, go and Sky+ it for later to educate the kids "
457316,0,@officialTila your welcome!!!! Thank you for tweeting me back...oh wait you didn't..... 
3965,0,@mesteras guess I can't ask you to help me find blue contacts then 
1537709,4,@SenseiRAM We missed you 
1124777,4,@vlb4ever  Crazy girl!!! 
667542,0,So sad that i lost my engagement ring 
1577884,4,"work was fun, my feet from wearing heels tho -_-. work tomorrow@ dental office 12-4/5 .gnite world "
704393,0,@chase556 That does sound like a great surprise! I'm sorry I missed it. 
837631,4,@Niro good morning to you too! 
185452,0,my lips are dry ;; chapstick chapstick lookin for my chapsick  where is it??
956498,4,good morning Sunday!  I'm drinking green tea and working on some new illustrations/packaging orders 
56060,0,@CincauHangus Thanks! *downs thirstily* But I'm still thirsty in real life 
502226,0,My last client of the day is late and looking like a no show. I think he forgot about me 
904461,4,@TracyeDukes Good Morning and thanks for the Retweet 
1469723,4,last night i saw you wearing a black jas its make me wanna hug and kiss you  I MISS YOU SO DAMN
29808,0,@NeshasAgenda thanks for gettin back at me on the BBM 
634016,0,@Brendacopeland wtf is a table flip? Still don't know. 
352385,0,MuriÃ³ Kung Fu: David Carradine   so sad
742849,0,Got to talk to my dad! But now i have to get prepared for tonight 
685994,0,i miss my godson 
670505,0,"@RPFanPage I'm on myspace, but I can't see the pics "
1067082,4,@mileycyrus I LOVE YOU MILEY 
235318,0,rainy sunday....... 
1203320,4,.... . . . Even though she sounds like Alex. &lt;3   whatevs  
3316,0,need cuddling now 
659750,0,@Vain_Fame  Left me in the cold...
313053,0,soo.....I am out of the closet xD time for that lovely bathroom 
972201,4,love my Chi Omegas!!  
726707,0,I miss those old days when I was still majorly obsessed with Disney Channel. I obviously don't like it as much anymore now. 
171108,0,Every part of my body aches   I'm tryin' so hard not to throw up 
983657,4,new new new 
743518,0,Missing my Dad  x
423459,0,RESPECT WHO BEG 2 DIFFER!! STUCK IN YOUR BOX MAKES ME GAY IM GOOD YOUR  AND Y U CANT TELL ME!! FUCKIN TWITTERS LETS MOVE FORWARD1!
946793,4,"Oh man i wish shatner was in star trek, but hey nimoy was there!  check out the full movie: http://tr.im/lsSw"
491962,0,"~ Weeds later! Mayor, Mayor, please be your old self once again. "
552530,0,really a depressing day especially when it's my lunch kaki who's leaving. 
437176,0,@laura_x3 Aww.  Atleast your going though!! 
794077,0,Just set up appt. for Demonica @ vet. 
1389818,4,"@BecM49 i am, thanks (: i'll put you in mine "
1217001,4,"Checking in  Good morning twitter fam! I'm in Miami, up bright and early, ready to hit the gym! xo"
1060737,4,@chrisviamusic actually barney the dinosaur used to use that word stupendous   I had a talking barney book when I was little lol
265381,0,Has the runs. 
1461409,4,has to go. bye  http://plurk.com/p/z2e6x
1140336,4,taking a bath..and then go to the chruch!! 
42099,0,@kittykittyws Kenny Wallace said they had rear break problems all night and they locked up. Didn't get hit. No ESPN followup!   #nascar
1164064,4,"@mr_billiam did you get your yabbies and your yobbos mixed up, or something?  "
923938,4,"happy, curse kommt im juli nach Mï¿½nster city "
465359,0,@mileycyrus http://twitpic.com/7dx9p - amazing eyes! i luv blue eyes sucks that i have dark brown eyes 
749907,0,"@elfinwear lol, we are feeling the 100s already here in south lousiana and a friend from Fl feeling 101 and A/C broke "
89660,0,@GillianLynn That is really sad.  We should watch his ep of seaQuest when I get off.
1421785,4,"@dontforgetchaos aaah, sorry, you know i love you really!! hee hee  ;)"
907334,4,"For every kiss you give me, I'll give you three - "
180256,0,"@drellie I'd buy him, but I also would like $700 for many other things. "
563406,0,"@wennie_s it was an amazing shopping trip. no sexy vampires, though  haha"
44355,0,@rileyanneoh  i am sad to hear that. You are a really good friend Riley.
640440,0,got up bout 1 hour ago....waiting for skool     nd watching Gmtv...fun fun fun
1021602,4,@ShaunaN You know what's funny about Amp - the Facebook page (Canadian one in any case) is categorized under Pharmaceuticals 
173198,0,road test booked. i r scared 
232687,0,@elgosso i got a car? no no. my car DIED on Good Friday. I've need my own car ever since 
48090,0,another weekend wasted.. headache.. internet and party in evening.. 
1095686,4,@BeccaJoyBower Heyy thanks for following  x
751549,0,@BrentCorrigan00 omg sweety how did he dronw im so sorry  thats just horrible
165773,0,@m0x yes 7.50 here thanks for the change obama. I have to start mail ordering again 
866063,4,IcyTower Combo Rekord: 47 
235292,0,@Lauraful noooo. hannah and warren just died 
1399280,4,yaaawn lazy saturday 
753642,0,anyone see the #beejive update?  I no see it  
5057,0,"@binxy thanks! i started sniffling like crazy at the gym today  boohoo, but lots of vitamin C should do the trick!"
58210,0,@ambeasttt is my gf who tweets my high phrases 
338725,0,@Jessicaveronica dude thats sad  its the best footy all year go QLD =P
757324,0,@MeredithGoldste Oh. That makes me kind of sad.  See?
1126928,4,About to Hang out with Sadey 
758984,0,aw disappointment  here i am read and it smacked me in the face. the girl just had to say the word. the book is still good though.
958623,4,@beth_clagg The kitchen's moving. 
572257,0,its here!!!! now the wait to download  #iphone3.0!!!!!!!!!!
568421,0,@XxAshley28xX  lmao I'm so embarrassed 
457670,0,i want my kiddo already 
763060,0,"sorry new followers, twitter is not letting me follow you back. "
441227,0,Last day of college on Monday...Total gutted btw!  Don't want it to end! x
452985,0, I wanna use my swimsuit!!! 
1095867,4,the whole word is mixing  http://bit.ly/zqrag
850263,4,@Kalediscope morning have a good day 
384326,0,@bertpalmer not a good season so far for him is it 
600355,0,i'm quite bothered that his hoodie now smells like me 
1421694,4,"@emzyjonas Dang, ive only used around 100 today so im good "
1574276,4,Does it make me a giant 12 year old to be excited about the new Jonas Brothers cd out today? 
1285116,4,@mark_hadfield That's the other solution.  But it then stops genuine people from following you spontaneously based on your tweets.
1134533,4,@siamusic the land of replies is indeed a labourius place  at least you know you're loved!  xo
765802,0,"@myprettybird Awww.    I know, I felt so bad.  But he was so sweet and cuddly after.  &lt;3"
22943,0,@MidnightHare yeh thats a recurring suggestion  lol but i wanna play!
796243,0,Having no such luck finding a new wallet. 
1494685,4,@Lifehigh83 I requested you. 
845528,4,"The sun is shining the fog has gone,looks like a lovely day "
455259,0,There were like four guys that just got like arristed at the park  yeekk!*
732655,0,Finally getting started on homework. Boo school. Where did the weekend go? 
570555,0,Feel like i am going2pass out from exhaustion.Honest my head is spinning. Poor me. 
1283180,4,Quigley (my dog) just peed on the floor! tsk tsk tsk. he got hyper and then peed! he obviously ain't potty trained! lol. 
1086295,4,sunny morning 
1090618,4,"waiting for my dad to pick me up. we're gonna watch a movie  btw, new photos SOON! "
593258,0,@bazilahali I don't know if I can do it.  I'll just have to pray to God. HAHA. I sound so religious right now. 
1504636,4,@WSOPlive we appreciate the unscheduled coverage. keep it up and give the crew a raise 
1125479,4,"@sharathpatali right on ! Just bought this new computer, will be mig easier to get code done "
394218,0,@mariakayy OH MAH GOODNESSS. I hope you feel better 
1541798,4,woot! i have 77 points on my subway card! 75 points is a free foot long!  going to get it now!
911598,4,@BHA It takes a big man to type a sad tweet like that! 
132428,0,@airplanesarah not yet. 
67157,0,my tummy hurts so bad right now 
1143112,4,@Chinkerfly they never said anything interesting and i always had to wade through dozens of their tweets to get to people i cared about 
475276,0,Back to the daily grind working with other peoples old code is terrible 
1031750,4,"@latt3girl blimey, u should've given me a bell "
1158875,4,@regalaffair hey you are up early 
901723,4,@dragonflly93 I'm writing more fanfic. 
1084990,4,"Shout out to the Koblers... As Sure as the Dawn, here we go! Thanks again "
437425,0,@beardandbeers I forgot my jacket at the Barbary last night.  I suck.  
911422,4,@dudeman718 Have you seen Wolverine?  Might want to change that pic.  There's a new sheriff in town.  
342239,0,Fever again    ________________________________________________ Take GoogleTalk mobile with fring www.fring.com/googletalk
972555,4,"@BengeeB well sweetie,, i am tired from the travelling today   gonna head to bed.. sleep well. sweet dreams and safe tweets ;)"
885419,4,@RubyRose1   U look freakin amazing!! Pity Gretel got you in the toilet shot 
51348,0,"@cwtchesandchaos still very sick.If I wouldn't have2 prepare a presentation 4 tuesday then I'd have stayed in bed,cant concentrate at all "
